"ticket_id";"id";"history_type_id";"queue_id";"owner_id"
"493224";"14705980";"1";"7";"1"
"493223";"14705993";"23";"7";"275"
"493223";"14705970";"1";"7";"1"
"493222";"14730929";"23";"7";"277"
"493222";"14705950";"1";"7";"1"
"493221";"14729758";"23";"7";"277"
"493221";"14705940";"1";"7";"1"
"493220";"14730312";"23";"7";"277"
"493220";"14705927";"1";"7";"1"
"493219";"14730901";"23";"7";"277"
"493219";"14705902";"1";"7";"1"
"493218";"14705898";"23";"8";"223"
"493218";"14705881";"1";"8";"1"
"493217";"14730262";"23";"7";"277"
"493217";"14705871";"1";"7";"1"
"493216";"14719159";"23";"7";"385"
"493216";"14705850";"1";"7";"1"
"493215";"14730999";"23";"7";"277"
"493215";"14705840";"1";"7";"1"
"493214";"14705830";"23";"7";"275"
"493214";"14705817";"1";"7";"1"
"493213";"14705810";"23";"7";"275"
"493213";"14705787";"1";"7";"1"
"493212";"14715420";"23";"7";"277"
"493212";"14705774";"1";"7";"1"
"493211";"14705800";"23";"7";"275"
"493211";"14705764";"1";"7";"1"
"493210";"14720065";"23";"7";"385"
"493210";"14705754";"1";"7";"1"
"493209";"14729788";"23";"7";"277"
"493209";"14705734";"1";"7";"1"
"493208";"14730861";"23";"7";"277"
"493208";"14705517";"1";"7";"1"
"493207";"14730831";"23";"7";"277"
"493207";"14705507";"1";"7";"1"
"493206";"14729824";"23";"7";"277"
"493206";"14705497";"1";"7";"1"
"493205";"14727864";"23";"7";"277"
"493205";"14705487";"1";"7";"1"
"493204";"14730218";"23";"7";"277"
"493204";"14705477";"1";"7";"1"
"493203";"14705747";"23";"7";"275"
"493203";"14705465";"1";"7";"1"
"493202";"14705458";"23";"7";"275"
"493202";"14705435";"1";"7";"1"
"493201";"14730841";"23";"7";"277"
"493201";"14705425";"1";"7";"1"
"493200";"14730602";"23";"7";"277"
"493200";"14705401";"1";"7";"1"
"493199";"14705448";"23";"7";"275"
"493199";"14705398";"1";"7";"1"
"493198";"14730302";"23";"7";"277"
"493198";"14705395";"1";"7";"1"
"493197";"14705388";"23";"7";"275"
"493197";"14705375";"1";"7";"1"
"493196";"14730622";"23";"7";"277"
"493196";"14705365";"1";"7";"1"
"493195";"14730572";"23";"7";"277"
"493195";"14705355";"1";"7";"1"
"493194";"14705345";"23";"7";"275"
"493194";"14705326";"1";"7";"1"
"493193";"14705339";"23";"7";"275"
"493193";"14705299";"1";"7";"1"
"493192";"14729564";"23";"7";"277"
"493192";"14705296";"1";"7";"1"
"493191";"14705319";"23";"7";"275"
"493191";"14705279";"1";"7";"1"
"493190";"14730472";"23";"7";"277"
"493190";"14705276";"1";"7";"1"
"493189";"14730352";"23";"7";"277"
"493189";"14705263";"1";"7";"1"
"493188";"14730592";"23";"7";"277"
"493188";"14705243";"1";"7";"1"
"493187";"14730562";"23";"7";"277"
"493187";"14705233";"1";"7";"1"
"493186";"14730542";"23";"7";"277"
"493186";"14705223";"1";"7";"1"
"493185";"14730462";"23";"7";"277"
"493185";"14705213";"1";"7";"1"
"493184";"14729236";"23";"7";"277"
"493184";"14705203";"1";"7";"1"
"493183";"14730532";"23";"7";"277"
"493183";"14705191";"1";"7";"1"
"493182";"14730342";"23";"7";"277"
"493182";"14705181";"1";"7";"1"
"493181";"14728044";"23";"7";"277"
"493181";"14705171";"1";"7";"1"
"493180";"14705256";"23";"7";"275"
"493180";"14705161";"1";"7";"1"
"493179";"14711060";"23";"41";"338"
"493179";"14705150";"1";"41";"1"
"493178";"14728064";"23";"7";"277"
"493178";"14705140";"1";"7";"1"
"493177";"14705133";"23";"7";"275"
"493177";"14705120";"1";"7";"1"
"493176";"14729348";"23";"7";"277"
"493176";"14705103";"1";"7";"1"
"493175";"14729404";"23";"7";"277"
"493175";"14705100";"1";"7";"1"
"493174";"14730452";"23";"7";"277"
"493174";"14705090";"1";"7";"1"
"493173";"14728084";"23";"7";"277"
"493173";"14705080";"1";"7";"1"
"493172";"14730228";"23";"7";"277"
"493172";"14705059";"1";"7";"1"
"493171";"14720560";"23";"7";"578"
"493171";"14705056";"1";"7";"1"
"493170";"14730422";"23";"7";"277"
"493170";"14705040";"1";"7";"1"
"493169";"14729738";"23";"7";"277"
"493169";"14705030";"1";"7";"1"
"493168";"14730442";"23";"7";"277"
"493168";"14705020";"1";"7";"1"
"493167";"14715295";"23";"7";"277"
"493167";"14705010";"1";"7";"1"
"493166";"14718228";"23";"7";"578"
"493166";"14705000";"1";"7";"1"
"493165";"14729334";"23";"7";"277"
"493165";"14704990";"1";"7";"1"
"493164";"14730412";"23";"7";"277"
"493164";"14704778";"1";"7";"1"
"493163";"14727290";"23";"7";"277"
"493163";"14704768";"1";"7";"1"
"493162";"14730392";"23";"7";"277"
"493162";"14704754";"1";"7";"1"
"493161";"14729318";"23";"7";"277"
"493161";"14704744";"1";"7";"1"
"493160";"14729286";"23";"7";"277"
"493160";"14704734";"1";"7";"1"
"493159";"14730382";"23";"7";"277"
"493159";"14704717";"1";"7";"1"
"493158";"14729728";"23";"7";"277"
"493158";"14704714";"1";"7";"1"
"493157";"14728179";"23";"7";"277"
"493157";"14704690";"1";"7";"1"
"493156";"14727314";"23";"7";"277"
"493156";"14704687";"1";"7";"1"
"493155";"14727884";"23";"7";"277"
"493155";"14704684";"1";"7";"1"
"493154";"14704681";"23";"8";"471"
"493154";"14704657";"1";"8";"1"
"493153";"14729578";"23";"7";"277"
"493153";"14704647";"1";"7";"1"
"493152";"14729894";"23";"7";"277"
"493152";"14704637";"1";"7";"1"
"493151";"14721106";"23";"7";"578"
"493151";"14704627";"1";"7";"1"
"493150";"14720185";"23";"7";"578"
"493150";"14704617";"1";"7";"1"
"493149";"14728169";"23";"7";"277"
"493149";"14704600";"1";"7";"1"
"493148";"14730208";"23";"7";"277"
"493148";"14704597";"1";"7";"1"
"493147";"14729438";"23";"7";"277"
"493147";"14704587";"1";"7";"1"
"493146";"14730014";"23";"7";"277"
"493146";"14704577";"1";"7";"1"
"493145";"14729598";"23";"7";"277"
"493145";"14704567";"1";"7";"1"
"493144";"14730372";"23";"7";"277"
"493144";"14704557";"1";"7";"1"
"493143";"14730242";"23";"7";"277"
"493143";"14704540";"1";"7";"1"
"493142";"14729868";"23";"7";"277"
"493142";"14704537";"1";"7";"1"
"493141";"14729628";"23";"7";"277"
"493141";"14704527";"1";"7";"1"
"493140";"14728120";"23";"7";"277"
"493140";"14704517";"1";"7";"1"
"493139";"14728159";"23";"7";"277"
"493139";"14704507";"1";"7";"1"
"493138";"14729493";"23";"7";"277"
"493138";"14704497";"1";"7";"1"
"493137";"14729608";"23";"7";"277"
"493137";"14704487";"1";"7";"1"
"493136";"14727344";"23";"7";"277"
"493136";"14704470";"1";"7";"1"
"493135";"14728136";"23";"7";"277"
"493135";"14704467";"1";"7";"1"
"493134";"14727794";"23";"7";"277"
"493134";"14704450";"1";"7";"1"
"493133";"14730252";"23";"7";"277"
"493133";"14704447";"1";"7";"1"
"493132";"14729984";"23";"7";"277"
"493132";"14704430";"1";"7";"1"
"493131";"14727274";"23";"7";"277"
"493131";"14704427";"1";"7";"1"
"493130";"14729266";"23";"7";"277"
"493130";"14704417";"1";"7";"1"
"493129";"14729638";"23";"7";"277"
"493129";"14704407";"1";"7";"1"
"493128";"14730162";"23";"7";"385"
"493128";"14704397";"1";"7";"1"
"493127";"14730168";"23";"7";"277"
"493127";"14704380";"1";"7";"1"
"493126";"14730198";"23";"7";"277"
"493126";"14704377";"1";"7";"1"
"493125";"14729878";"23";"7";"385"
"493125";"14704367";"1";"7";"1"
"493124";"14705963";"23";"6";"302"
"493124";"14704359";"1";"6";"1"
"493123";"14722867";"23";"7";"578"
"493123";"14704349";"1";"7";"1"
"493122";"14729964";"23";"7";"277"
"493122";"14704339";"1";"7";"1"
"493121";"14727854";"23";"7";"277"
"493121";"14704329";"1";"7";"1"
"493120";"14729684";"23";"7";"277"
"493120";"14704319";"1";"7";"1"
"493119";"14729934";"23";"7";"277"
"493119";"14704309";"1";"7";"1"
"493118";"14727904";"23";"7";"277"
"493118";"14704299";"1";"7";"1"
"493117";"14729838";"23";"7";"277"
"493117";"14704289";"1";"7";"1"
"493116";"14729488";"23";"7";"385"
"493116";"14704272";"1";"7";"1"
"493115";"14729508";"23";"7";"277"
"493115";"14704262";"1";"7";"1"
"493114";"14730332";"23";"7";"277"
"493114";"14704251";"1";"7";"1"
"493113";"14729548";"23";"7";"277"
"493113";"14704241";"1";"7";"1"
"493112";"14727981";"23";"7";"277"
"493112";"14704231";"1";"7";"1"
"493111";"14729378";"23";"7";"277"
"493111";"14704214";"1";"7";"1"
"493110";"14727574";"23";"7";"277"
"493110";"14704211";"1";"7";"1"
"493109";"14727914";"23";"7";"277"
"493109";"14704194";"1";"7";"1"
"493108";"14729954";"23";"7";"277"
"493108";"14704191";"1";"7";"1"
"493107";"14727951";"23";"7";"277"
"493107";"14704181";"1";"7";"1"
"493106";"14727961";"23";"7";"277"
"493106";"14704145";"1";"7";"1"
"493105";"14729528";"23";"7";"277"
"493105";"14704142";"1";"7";"1"
"493104";"14729478";"23";"7";"277"
"493104";"14704132";"1";"7";"1"
"493103";"14729460";"23";"7";"277"
"493103";"14703910";"1";"7";"1"
"493102";"14727824";"23";"7";"277"
"493102";"14703900";"1";"7";"1"
"493101";"14704165";"23";"8";"471"
"493101";"14703886";"1";"8";"1"
"493100";"14728243";"23";"7";"277"
"493100";"14703876";"1";"7";"1"
"493099";"14728262";"23";"7";"277"
"493099";"14703866";"1";"7";"1"
"493098";"14729453";"23";"7";"385"
"493098";"14703856";"1";"7";"1"
"493097";"14728932";"23";"7";"277"
"493097";"14703839";"1";"7";"1"
"493096";"14728403";"23";"7";"385"
"493096";"14703836";"1";"7";"1"
"493095";"14727774";"23";"7";"277"
"493095";"14703826";"1";"7";"1"
"493094";"14727744";"23";"7";"277"
"493094";"14703809";"1";"7";"1"
"493093";"14726619";"23";"7";"277"
"493093";"14703806";"1";"7";"1"
"493092";"14727714";"23";"7";"277"
"493092";"14703796";"1";"7";"1"
"493091";"14727694";"23";"7";"277"
"493091";"14703786";"1";"7";"1"
"493090";"14727670";"23";"7";"277"
"493090";"14703769";"1";"7";"1"
"493089";"14727634";"23";"7";"277"
"493089";"14703766";"1";"7";"1"
"493088";"14727604";"23";"7";"277"
"493088";"14703749";"1";"7";"1"
"493087";"14727614";"23";"7";"277"
"493087";"14703746";"1";"7";"1"
"493086";"14720042";"16";"3";"1"
"493086";"14703709";"1";"12";"1"
"493085";"14726905";"23";"7";"277"
"493085";"14703696";"1";"7";"1"
"493084";"14727524";"23";"7";"277"
"493084";"14703679";"1";"7";"1"
"493083";"14727554";"23";"7";"277"
"493083";"14703676";"1";"7";"1"
"493082";"14727492";"23";"7";"277"
"493082";"14703666";"1";"7";"1"
"493081";"14727472";"23";"7";"277"
"493081";"14703639";"1";"7";"1"
"493080";"14727442";"23";"7";"277"
"493080";"14703636";"1";"7";"1"
"493079";"14727375";"23";"7";"277"
"493079";"14703616";"1";"7";"1"
"493078";"14727250";"23";"7";"277"
"493078";"14703606";"1";"7";"1"
"493077";"14727224";"23";"7";"277"
"493077";"14703583";"1";"7";"1"
"493076";"14727174";"23";"7";"277"
"493076";"14703573";"1";"7";"1"
"493075";"14727204";"23";"7";"277"
"493075";"14703563";"1";"7";"1"
"493074";"14727164";"23";"7";"277"
"493074";"14703553";"1";"7";"1"
"493073";"14727134";"23";"7";"277"
"493073";"14703527";"1";"7";"1"
"493072";"14727117";"23";"7";"277"
"493072";"14703517";"1";"7";"1"
"493071";"14727081";"23";"7";"277"
"493071";"14703507";"1";"7";"1"
"493070";"14727005";"23";"7";"277"
"493070";"14703487";"1";"7";"1"
"493069";"14715521";"23";"7";"385"
"493069";"14703470";"1";"7";"1"
"493068";"14726985";"23";"7";"277"
"493068";"14703467";"1";"7";"1"
"493067";"14726945";"23";"7";"277"
"493067";"14703441";"1";"7";"1"
"493066";"14704171";"23";"46";"469"
"493066";"14703438";"1";"46";"1"
"493065";"14726649";"23";"7";"277"
"493065";"14703435";"1";"7";"1"
"493064";"14726629";"23";"7";"277"
"493064";"14703425";"1";"7";"1"
"493063";"14726406";"23";"7";"277"
"493063";"14703415";"1";"7";"1"
"493062";"14726392";"23";"7";"277"
"493062";"14703405";"1";"7";"1"
"493061";"14726371";"23";"7";"277"
"493061";"14703388";"1";"7";"1"
"493060";"14726355";"23";"7";"277"
"493060";"14703385";"1";"7";"1"
"493059";"14726341";"23";"7";"277"
"493059";"14703375";"1";"7";"1"
"493058";"14726325";"23";"7";"277"
"493058";"14703342";"1";"7";"1"
"493057";"14726315";"23";"7";"277"
"493057";"14703339";"1";"7";"1"
"493056";"14726063";"23";"7";"385"
"493056";"14703313";"1";"7";"1"
"493055";"14726305";"23";"7";"277"
"493055";"14703296";"1";"7";"1"
"493054";"14726275";"23";"7";"277"
"493054";"14703293";"1";"7";"1"
"493053";"14726288";"23";"7";"277"
"493053";"14703283";"1";"7";"1"
"493052";"14726265";"23";"7";"277"
"493052";"14703273";"1";"7";"1"
"493051";"14726243";"23";"7";"277"
"493051";"14703263";"1";"7";"1"
"493050";"14726233";"23";"7";"277"
"493050";"14703249";"1";"7";"1"
"493049";"14726223";"23";"7";"277"
"493049";"14703215";"1";"7";"1"
"493048";"14726213";"23";"7";"277"
"493048";"14703197";"1";"7";"1"
"493047";"14726193";"23";"7";"277"
"493047";"14703183";"1";"7";"1"
"493046";"14726183";"23";"7";"277"
"493046";"14703167";"1";"7";"1"
"493045";"14726297";"23";"7";"385"
"493045";"14726173";"23";"7";"277"
"493045";"14703157";"1";"7";"1"
"493044";"14726153";"23";"7";"385"
"493044";"14703147";"1";"7";"1"
"493043";"14726163";"23";"7";"385"
"493043";"14703137";"1";"7";"1"
"493042";"14726143";"23";"7";"385"
"493042";"14703120";"1";"7";"1"
"493041";"14726119";"23";"7";"385"
"493041";"14703117";"1";"7";"1"
"493040";"14719220";"23";"7";"385"
"493040";"14703107";"1";"7";"1"
"493039";"14726109";"23";"7";"385"
"493039";"14703083";"1";"7";"1"
"493038";"14726099";"23";"7";"385"
"493038";"14702671";"1";"7";"1"
"493037";"14726079";"23";"7";"385"
"493037";"14702661";"1";"7";"1"
"493036";"14726089";"23";"7";"385"
"493036";"14702651";"1";"7";"1"
"493035";"14726043";"23";"7";"385"
"493035";"14702641";"1";"7";"1"
"493034";"14725014";"23";"7";"277"
"493034";"14702631";"1";"7";"1"
"493033";"14725004";"23";"7";"277"
"493033";"14702609";"1";"7";"1"
"493032";"14724980";"23";"7";"277"
"493032";"14702599";"1";"7";"1"
"493031";"14724959";"23";"7";"277"
"493031";"14702577";"1";"7";"1"
"493030";"14724826";"23";"7";"277"
"493030";"14702567";"1";"7";"1"
"493029";"14724816";"23";"7";"277"
"493029";"14702557";"1";"7";"1"
"493028";"14724806";"23";"7";"277"
"493028";"14702547";"1";"7";"1"
"493027";"14724796";"23";"7";"277"
"493027";"14702537";"1";"7";"1"
"493026";"14724786";"23";"7";"277"
"493026";"14702527";"1";"7";"1"
"493025";"14724776";"23";"7";"277"
"493025";"14702517";"1";"7";"1"
"493024";"14724760";"23";"7";"277"
"493024";"14702507";"1";"7";"1"
"493023";"14703210";"23";"7";"275"
"493023";"14702498";"1";"7";"1"
"493022";"14702622";"23";"46";"469"
"493022";"14702486";"1";"46";"1"
"493021";"14721797";"23";"28";"330"
"493021";"14703080";"23";"28";"469"
"493021";"14702476";"1";"28";"1"
"493020";"14702596";"23";"28";"469"
"493020";"14702466";"1";"28";"1"
"493019";"14702628";"23";"46";"469"
"493019";"14702454";"1";"46";"1"
"493018";"14702444";"23";"46";"363"
"493018";"14702416";"1";"46";"1"
"493017";"14702431";"23";"46";"363"
"493017";"14702404";"1";"46";"1"
"493016";"14702119";"23";"46";"363"
"493016";"14702104";"1";"46";"1"
"493015";"14709272";"23";"14";"528"
"493015";"14701805";"1";"14";"1"
"493014";"14713561";"16";"3";"1"
"493014";"14701800";"1";"12";"1"
"493013";"14720092";"23";"12";"36"
"493013";"14701778";"1";"12";"1"
"493012";"14701789";"23";"46";"363"
"493012";"14701766";"1";"46";"1"
"493011";"14701469";"23";"46";"363"
"493011";"14701454";"1";"46";"1"
"493010";"14709566";"23";"7";"277"
"493010";"14701444";"1";"7";"1"
"493009";"14701167";"23";"46";"363"
"493009";"14701152";"1";"46";"1"
"493008";"14700832";"23";"46";"363"
"493008";"14700817";"1";"46";"1"
"493007";"14715156";"23";"7";"277"
"493007";"14700801";"1";"7";"1"
"493006";"14716767";"23";"13";"515"
"493006";"14716179";"23";"13";"1"
"493006";"14716178";"16";"13";"275"
"493006";"14715179";"23";"7";"275"
"493006";"14700320";"1";"7";"1"
"493005";"14716263";"23";"28";"330"
"493005";"14716190";"23";"28";"495"
"493005";"14700310";"1";"28";"1"
"493004";"14703228";"23";"7";"275"
"493004";"14700301";"1";"7";"1"
"493003";"14710256";"23";"10";"482"
"493003";"14700283";"1";"10";"1"
"493002";"14700482";"23";"46";"363"
"493002";"14700271";"1";"46";"1"
"493001";"14700495";"23";"46";"363"
"493001";"14700259";"1";"46";"1"
"493000";"14700508";"23";"46";"363"
"493000";"14700247";"1";"46";"1"
"492999";"14702590";"23";"28";"469"
"492999";"14700237";"1";"28";"1"
"492998";"14703096";"23";"28";"469"
"492998";"14700227";"1";"28";"1"
"492997";"14700217";"23";"46";"363"
"492997";"14699959";"1";"46";"1"
"492996";"14699702";"23";"46";"363"
"492996";"14699687";"1";"46";"1"
"492995";"14715166";"23";"6";"568"
"492995";"14713956";"23";"6";"1"
"492995";"14713955";"16";"6";"528"
"492995";"14700866";"23";"14";"528"
"492995";"14700814";"23";"14";"526"
"492995";"14699677";"1";"14";"1"
"492994";"14700857";"23";"14";"526"
"492994";"14699425";"1";"14";"1"
"492993";"14699438";"23";"46";"363"
"492993";"14699413";"1";"46";"1"
"492992";"14719786";"23";"12";"36"
"492992";"14699407";"1";"12";"1"
"492991";"14699190";"23";"6";"133"
"492991";"14699186";"1";"6";"1"
"492990";"14722601";"23";"12";"36"
"492990";"14699145";"1";"12";"1"
"492989";"14698887";"23";"46";"363"
"492989";"14698859";"1";"46";"1"
"492988";"14712218";"16";"3";"1"
"492988";"14698854";"1";"12";"1"
"492987";"14698874";"23";"46";"363"
"492987";"14698842";"1";"46";"1"
"492986";"14715107";"23";"7";"277"
"492986";"14698832";"1";"7";"1"
"492985";"14703326";"23";"7";"275"
"492985";"14698449";"1";"7";"1"
"492984";"14703628";"23";"46";"469"
"492984";"14698913";"23";"46";"363"
"492984";"14698437";"1";"46";"1"
"492983";"14698926";"23";"46";"363"
"492983";"14698201";"1";"46";"1"
"492982";"14698198";"23";"14";"526"
"492982";"14698185";"1";"14";"1"
"492981";"14698893";"23";"46";"363"
"492981";"14697950";"1";"46";"1"
"492980";"14697947";"23";"14";"526"
"492980";"14697934";"1";"14";"1"
"492979";"14720318";"16";"3";"1"
"492979";"14697929";"1";"12";"1"
"492978";"14713494";"16";"3";"1"
"492978";"14697922";"1";"12";"1"
"492977";"14713575";"16";"3";"1"
"492977";"14697919";"1";"12";"1"
"492976";"14713593";"16";"3";"1"
"492976";"14697720";"1";"12";"1"
"492975";"14722544";"23";"12";"36"
"492975";"14697715";"1";"12";"1"
"492974";"14712578";"23";"5";"7"
"492974";"14712565";"23";"5";"49"
"492974";"14697248";"1";"5";"1"
"492973";"14696887";"23";"46";"449"
"492973";"14696872";"1";"46";"1"
"492972";"14714672";"23";"7";"277"
"492972";"14696835";"1";"7";"1"
"492971";"14703362";"23";"7";"275"
"492971";"14696338";"1";"7";"1"
"492970";"14714877";"23";"7";"277"
"492970";"14696328";"1";"7";"1"
"492969";"14697279";"23";"46";"449"
"492969";"14696313";"1";"46";"1"
"492968";"14697289";"23";"46";"449"
"492968";"14696301";"1";"46";"1"
"492967";"14697265";"23";"46";"449"
"492967";"14696289";"1";"46";"1"
"492966";"14697307";"23";"46";"449"
"492966";"14696277";"1";"46";"1"
"492965";"14697317";"23";"46";"449"
"492965";"14695956";"1";"46";"1"
"492964";"14697327";"23";"46";"449"
"492964";"14695944";"1";"46";"1"
"492963";"14697337";"23";"46";"449"
"492963";"14695932";"1";"46";"1"
"492962";"14697347";"23";"46";"449"
"492962";"14695920";"1";"46";"1"
"492961";"14697357";"23";"46";"449"
"492961";"14695908";"1";"46";"1"
"492960";"14697367";"23";"46";"449"
"492960";"14695627";"1";"46";"1"
"492959";"14713862";"23";"14";"576"
"492959";"14699166";"16";"14";"1"
"492959";"14695344";"1";"6";"1"
"492958";"14697489";"23";"46";"449"
"492958";"14695332";"1";"46";"1"
"492957";"14697377";"23";"46";"449"
"492957";"14695082";"1";"46";"1"
"492956";"14697387";"23";"46";"449"
"492956";"14695079";"1";"46";"1"
"492955";"14697397";"23";"46";"449"
"492955";"14695067";"1";"46";"1"
"492954";"14709521";"23";"7";"277"
"492954";"14695057";"1";"7";"1"
"492953";"14703246";"23";"7";"275"
"492953";"14694818";"1";"7";"1"
"492952";"14703236";"23";"7";"275"
"492952";"14694808";"1";"7";"1"
"492951";"14702129";"23";"46";"363"
"492951";"14695624";"23";"46";"522"
"492951";"14694796";"1";"46";"1"
"492950";"14714652";"23";"7";"277"
"492950";"14694786";"1";"7";"1"
"492949";"14703334";"23";"7";"275"
"492949";"14694558";"1";"7";"1"
"492948";"14697409";"23";"46";"449"
"492948";"14694546";"1";"46";"1"
"492947";"14699163";"23";"6";"133"
"492947";"14694502";"1";"6";"1"
"492946";"14705053";"23";"9";"13"
"492946";"14694499";"1";"9";"1"
"492945";"14702845";"23";"8";"471"
"492945";"14694496";"1";"8";"1"
"492944";"14703180";"23";"7";"275"
"492944";"14694493";"1";"7";"1"
"492943";"14714748";"23";"13";"515"
"492943";"14694490";"1";"13";"1"
"492942";"14712542";"23";"5";"49"
"492942";"14694487";"1";"5";"1"
"492941";"14712536";"23";"5";"49"
"492941";"14694456";"1";"5";"1"
"492940";"14697419";"23";"46";"449"
"492940";"14694444";"1";"46";"1"
"492939";"14696832";"23";"14";"526"
"492939";"14694434";"1";"14";"1"
"492938";"14697429";"23";"46";"449"
"492938";"14694422";"1";"46";"1"
"492937";"14713969";"23";"28";"168"
"492937";"14694412";"1";"28";"1"
"492936";"14697439";"23";"46";"449"
"492936";"14694400";"1";"46";"1"
"492935";"14694393";"23";"46";"542"
"492935";"14694368";"1";"46";"1"
"492934";"14694358";"23";"8";"240"
"492934";"14694341";"1";"8";"1"
"492933";"14714617";"23";"7";"277"
"492933";"14694331";"1";"7";"1"
"492932";"14703370";"23";"7";"275"
"492932";"14694322";"1";"7";"1"
"492931";"14724750";"23";"7";"277"
"492931";"14694312";"1";"7";"1"
"492930";"14724736";"23";"7";"277"
"492930";"14694302";"1";"7";"1"
"492929";"14724698";"23";"7";"277"
"492929";"14694292";"1";"7";"1"
"492928";"14724688";"23";"7";"277"
"492928";"14694282";"1";"7";"1"
"492927";"14724678";"23";"7";"277"
"492927";"14694251";"1";"7";"1"
"492926";"14724668";"23";"7";"277"
"492926";"14694248";"1";"7";"1"
"492925";"14724658";"23";"7";"277"
"492925";"14694245";"1";"7";"1"
"492924";"14724644";"23";"7";"277"
"492924";"14694242";"1";"7";"1"
"492923";"14724625";"23";"7";"277"
"492923";"14694232";"1";"7";"1"
"492922";"14724615";"23";"7";"277"
"492922";"14694222";"1";"7";"1"
"492921";"14724605";"23";"7";"277"
"492921";"14694212";"1";"7";"1"
"492920";"14724595";"23";"7";"277"
"492920";"14694202";"1";"7";"1"
"492919";"14694199";"23";"14";"528"
"492919";"14694186";"1";"14";"1"
"492918";"14719793";"23";"12";"36"
"492918";"14694181";"1";"12";"1"
"492917";"14724579";"23";"7";"277"
"492917";"14694171";"1";"7";"1"
"492916";"14724569";"23";"7";"277"
"492916";"14694161";"1";"7";"1"
"492915";"14724521";"23";"7";"277"
"492915";"14694151";"1";"7";"1"
"492914";"14724495";"23";"7";"277"
"492914";"14694141";"1";"7";"1"
"492913";"14717115";"23";"14";"528"
"492913";"14716997";"23";"14";"1"
"492913";"14716996";"16";"14";"568"
"492913";"14716755";"23";"6";"568"
"492913";"14716531";"23";"6";"1"
"492913";"14716530";"16";"6";"528"
"492913";"14694138";"23";"14";"528"
"492913";"14694125";"1";"14";"1"
"492912";"14724481";"23";"7";"277"
"492912";"14694115";"1";"7";"1"
"492911";"14724461";"23";"7";"277"
"492911";"14694104";"1";"7";"1"
"492910";"14713601";"16";"3";"1"
"492910";"14694088";"1";"12";"1"
"492909";"14724420";"23";"7";"277"
"492909";"14694072";"1";"7";"1"
"492908";"14719273";"23";"7";"385"
"492908";"14694062";"1";"7";"1"
"492907";"14724407";"23";"7";"277"
"492907";"14694052";"1";"7";"1"
"492906";"14699178";"23";"6";"133"
"492906";"14694094";"23";"6";"1"
"492906";"14694093";"16";"6";"528"
"492906";"14694085";"23";"14";"528"
"492906";"14694042";"1";"14";"1"
"492905";"14724391";"23";"7";"277"
"492905";"14694032";"1";"7";"1"
"492904";"14724381";"23";"7";"277"
"492904";"14694012";"1";"7";"1"
"492903";"14724371";"23";"7";"277"
"492903";"14694002";"1";"7";"1"
"492902";"14693999";"23";"46";"489"
"492902";"14693984";"1";"46";"1"
"492901";"14724351";"23";"7";"277"
"492901";"14693962";"1";"7";"1"
"492900";"14724325";"23";"7";"277"
"492900";"14693875";"1";"7";"1"
"492899";"14714115";"23";"7";"277"
"492899";"14693859";"1";"7";"1"
"492898";"14714125";"23";"7";"277"
"492898";"14693838";"1";"7";"1"
"492897";"14714430";"23";"7";"277"
"492897";"14693828";"1";"7";"1"
"492896";"14724228";"23";"7";"277"
"492896";"14693818";"1";"7";"1"
"492895";"14724202";"23";"7";"277"
"492895";"14693808";"1";"7";"1"
"492894";"14724188";"23";"7";"277"
"492894";"14693798";"1";"7";"1"
"492893";"14724162";"23";"7";"277"
"492893";"14693788";"1";"7";"1"
"492892";"14724138";"23";"7";"277"
"492892";"14693778";"1";"7";"1"
"492891";"14724122";"23";"7";"277"
"492891";"14693768";"1";"7";"1"
"492890";"14693758";"23";"8";"223"
"492890";"14693741";"1";"8";"1"
"492889";"14724035";"23";"7";"277"
"492889";"14693721";"1";"7";"1"
"492888";"14724009";"23";"7";"277"
"492888";"14693691";"1";"7";"1"
"492887";"14714163";"23";"45";"387"
"492887";"14693685";"1";"45";"1"
"492886";"14709511";"23";"7";"277"
"492886";"14693469";"1";"7";"1"
"492885";"14723999";"23";"7";"277"
"492885";"14693432";"1";"7";"1"
"492884";"14693429";"23";"7";"277"
"492884";"14693416";"1";"7";"1"
"492883";"14693975";"23";"14";"528"
"492883";"14693406";"1";"14";"1"
"492882";"14723901";"23";"7";"277"
"492882";"14693355";"1";"7";"1"
"492881";"14723815";"23";"7";"277"
"492881";"14693352";"1";"7";"1"
"492880";"14723835";"23";"7";"277"
"492880";"14693349";"1";"7";"1"
"492879";"14723825";"23";"7";"277"
"492879";"14693346";"1";"7";"1"
"492878";"14723855";"23";"7";"277"
"492878";"14693343";"1";"7";"1"
"492877";"14723845";"23";"7";"277"
"492877";"14693340";"1";"7";"1"
"492876";"14723966";"23";"7";"277"
"492876";"14693316";"1";"7";"1"
"492875";"14723805";"23";"7";"277"
"492875";"14693313";"1";"7";"1"
"492874";"14723795";"23";"7";"277"
"492874";"14693310";"1";"7";"1"
"492873";"14723170";"23";"7";"277"
"492873";"14693260";"1";"7";"1"
"492872";"14693273";"23";"7";"385"
"492872";"14693240";"1";"7";"1"
"492871";"14693236";"23";"7";"275"
"492871";"14693223";"1";"7";"1"
"492870";"14723138";"23";"7";"277"
"492870";"14693203";"1";"7";"1"
"492869";"14722949";"23";"7";"277"
"492869";"14693193";"1";"7";"1"
"492868";"14722939";"23";"7";"277"
